anno,semestre,anno_semestre,facultad,proyecto,nivel,modalidad,inscritos,admitidos,primiparos,matriculados,egresados,graduados,retirados
2016,1,01/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,COMPONENTE PROPEDAUTICO,12,,,15,,,
2016,1,01/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,MAESTRIA EN INGENIERIA CIVIL,POSGRADO,MAESTRIA,,,,,,,
2016,1,01/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN CONSTRUCCIONES CIVILES,PREGRADO,TECNOLOGIA,218,178,164,489,87,29,6
2016,1,01/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRICIDAD,PREGRADO,TECNOLOGIA,,,,312,142,45,
2016,1,01/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRONICA,PREGRADO,TECNOLOGIA,286,153,134,756,128,43,8
2016,1,01/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN GESTION DE LA PRODUCCION INDUSTRIAL,PREGRADO,TECNOLOGIA,606,210,169,1111,133,107,22
2016,1,01/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN MECANICA INDUSTRIAL,PREGRADO,TECNOLOGIA,522,154,127,819,135,51,30
2016,1,01/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMAS ELECTRICOS DE MEDIA Y BAJA TENSION,PREGRADO,TECNOLOGIA,61,58,53,51,,,
2016,1,01/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMATIZACION DE DATOS,PREGRADO,TECNOLOGIA,310,165,140,764,181,64,
2016,1,01/01/2016 12:00:00 AM,VICERRECTORIA ACADEMICA,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2016,1,01/01/2016 12:00:00 AM,VICERRECTORIA CONVENIOS,ARTES ESCENICAS,PREGRADO,ARTES,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTE DANZARIO,PREGRADO,ARTES,190,36,35,305,,,4
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES ESCENICAS,PREGRADO,ARTES,220,42,41,329,9,21,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES MUSICALES,PREGRADO,ARTES,127,37,36,440,,30,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES PLASTICAS Y VISUALES,PREGRADO,ARTES,280,41,41,368,6,20,4
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE ARTES-ASAB,ESPECIALIZACION EN VOZ ESCENICA,POSGRADO,ARTES,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE ARTES-ASAB,MAESTRIA EN ESTUDIOS ARTISTICOS,POSGRADO,MAESTRIA,1,25,26,83,69,6,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO EN ESTUDIOS SOCIALES,POSGRADO,DOCTORADO,,24,26,24,,,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO INTERINSTITUCIONAL EN EDUCACION,POSGRADO,DOCTORADO,,32,34,101,,5,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN CIENCIAS DE LA EDUCACION CON ENFASIS EN PSICOLINGUISTICA,POSGRADO,ESPECIALIZACION,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN DESARROLLO HUMANO CON ENFASIS EN PROCESOS AFECTIVOS Y CREATIVIDAD,POSGRADO,ESPECIALIZACION,,65,37,95,10,26,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION EN TECNOLOGIA,POSGRADO,ESPECIALIZACION,,41,19,43,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION MATEMATICA,POSGRADO,ESPECIALIZACION,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION PEDAGOGIA Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION SEXUAL,POSGRADO,ESPECIALIZACION,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,37,16,98,72,35,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN GERENCIA DE PROYECTOS EDUCATIVOS INSTITUCIONALES,POSGRADO,ESPECIALIZACION,,44,24,81,2,29,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,"ESPECIALIZACION EN INFANCIA, CULTURA Y DESARROLLO",POSGRADO,ESPECIALIZACION,,16,,37,14,37,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN LENGUAJE Y PEDAGOGIA DE PROYECTOS,POSGRADO,ESPECIALIZACION,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN METODOLOGIA Y APRENDIZAJE DEL ESPANOL COMO LENGUA MATERNA,POSGRADO,ESPECIALIZACION,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN PEDAGOGIA DE LA COMUNICACION Y MEDIOS INTERACTIVOS,POSGRADO,ESPECIALIZACION,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN BIOLOGIA,PREGRADO,LICENCIATURA,189,116,87,690,19,53,24
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,PREGRADO,LICENCIATURA,295,117,93,789,162,49,8
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN EDUCACION ARTISTICA,PREGRADO,LICENCIATURA,175,70,60,591,8,49,54
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN EDUCACION PRIMARIA,PREGRADO,LICENCIATURA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN FISICA,PREGRADO,LICENCIATURA,72,67,56,606,169,43,46
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA  EN HUMANIDADES Y LENGUA CASTELLANA,PREGRADO,LICENCIATURA,155,106,87,760,137,69,16
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS  EN INGLES,PREGRADO,LICENCIATURA,441,106,80,761,84,66,34
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS MODERNAS ESPANOL E INGLES,PREGRADO,LICENCIATURA,,,,1,2,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LINGUISTICA Y LITERATURA,PREGRADO,LICENCIATURA,,,,1,2,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN MATEMATICAS,PREGRADO,LICENCIATURA,66,60,38,362,67,48,22
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN PEDAGOGIA INFANTIL,PREGRADO,LICENCIATURA,189,100,69,661,28,45,6
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN QUIMICA,PREGRADO,LICENCIATURA,129,113,73,603,103,41,38
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRA EN INFANCIA Y CULTURA,POSGRADO,MAESTRIA,,63,63,63,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN COMUNICACION -  EDUCACION,POSGRADO,MAESTRIA,,53,,183,44,45,8
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION,POSGRADO,MAESTRIA,,67,68,290,70,57,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION EN TECNOLOGIA,POSGRADO,MAESTRIA,,32,,32,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN INVESTIGACION SOCIAL INTERDISCIPLINARIA,POSGRADO,MAESTRIA,,26,,129,55,35,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN LINGUISTICA APLICADA A LA ENSENANZA DEL INGLES,POSGRADO,MAESTRIA,,13,,47,,16,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN PEDAGOGIA DE LA LENGUA MATERNA,POSGRADO,MAESTRIA,,12,12,91,,25,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MATEMATICAS,PREGRADO,LICENCIATURA,139,99,76,390,8,24,46
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,DOCTORADO EN INGENIERIA,POSGRADO,DOCTORADO,,9,,37,27,3,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN AVALUOS,POSGRADO,ESPECIALIZACION,,79,59,113,15,36,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN BIOINGENIERIA,POSGRADO,ESPECIALIZACION,,13,15,18,,11,4
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN GESTION DE PROYECTOS DE INGENIERIA,POSGRADO,ESPECIALIZACION,,172,113,175,,137,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,"ESPECIALIZACION EN HIGIENE, SEGURIDAD Y SALUD EN EL TRABAJO",POSGRADO,ESPECIALIZACION,,187,113,264,17,58,4
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INFORMATICA Y AUTOMATICA INDUSTRIAL,POSGRADO,ESPECIALIZACION,,22,16,29,1,8,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y LOGISTICA,POSGRADO,ESPECIALIZACION,,,,15,39,18,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE SOFTWARE,POSGRADO,ESPECIALIZACION,,82,50,85,,41,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN PROYECTOS INFORMATICOS,POSGRADO,ESPECIALIZACION,,36,21,36,,23,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA,POSGRADO,ESPECIALIZACION,,46,25,53,,38,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN TELECOMUNICACIONES MOVILES,POSGRADO,ESPECIALIZACION,,24,15,38,,10,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN TELEINFORMATICA,POSGRADO,ESPECIALIZACION,,8,8,13,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA CATASTRAL Y GEODESIA,PREGRADO,INGENIERIA,292,176,130,1234,207,105,70
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA DE SISTEMAS,PREGRADO,INGENIERIA,536,165,133,995,208,143,62
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA ELECTRICA,PREGRADO,INGENIERIA,218,121,82,757,142,71,70
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA ELECTRONICA,PREGRADO,INGENIERIA,355,176,126,960,160,97,74
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA INDUSTRIAL,PREGRADO,INGENIERIA,718,187,146,1116,162,104,58
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN CIENCIAS DE LA INFORMACION Y LAS COMUNICACIONES,POSGRADO,MAESTRIA,,78,40,161,,19,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN INGENIERIA- ENFASIS EN INGENIERIA ELECTRONICA,POSGRADO,MAESTRIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN INGENIERIA INDUSTRIAL,POSGRADO,MAESTRIA,,31,17,98,64,19,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN TELECOMUNICACIONES MOVILES,POSGRADO,MAESTRIA,,31,17,31,,,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN TELEINFORMATICA,POSGRADO,MAESTRIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE INGENIERIA,NO_REGISTRA,,CICLO BASICO INGENIERIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ADMINISTRACION AMBIENTAL,PREGRADO,ADMINISTRACION,172,105,78,706,42,101,26
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ADMINISTRACION DEPORTIVA,PREGRADO,ADMINISTRACION,133,74,51,423,91,42,4
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ESPECIALIZACION EN AMBIENTE Y DESARROLLO LOCAL,POSGRADO,ESPECIALIZACION,,24,,39,8,14,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,"ESPECIALIZACION EN DISENO DE VIAS URBANAS ,TRANSITO Y TRANSPORTE",POSGRADO,ESPECIALIZACION,,21,18,45,,27,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ESPECIALIZACION EN GERENCIA DE RECURSOS NATURALES,POSGRADO,ESPECIALIZACION,,38,39,74,,37,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA AMBIENTAL,PREGRADO,INGENIERIA,649,113,90,788,139,81,24
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA FORESTAL,PREGRADO,INGENIERIA,148,98,69,573,88,50,44
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA SANITARIA,PREGRADO,INGENIERIA,146,76,55,317,,7,20
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA TOPOGRAFICA,PREGRADO,INGENIERIA,160,109,81,623,52,55,22
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,MAESTRA EN DESARROLLO SUSTENTABLE Y GESTION AMBIENTAL,POSGRADO,MAESTRIA,1,27,18,99,24,15,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,"MAESTRIA EN MANEJO, USO Y CONSERVACION DEL BOSQUE",POSGRADO,MAESTRIA,,12,14,48,,1,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN ADMINISTRACION DEPORTIVA,PREGRADO,TECNOLOGIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN GESTION AMBIENTAL Y SERVICIOS PUBLICOS,PREGRADO,TECNOLOGIA,217,98,72,575,266,90,22
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN LEVANTAMIENTOS TOPOGRAFICOS,PREGRADO,TECNOLOGIA,111,98,73,484,45,62,26
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,PREGRADO,TECNOLOGIA,166,94,72,449,103,57,30
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN CONTROL ELECTRONICO E INSTRUMENTACION,PREGRADO,INGENIERIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN DISENO Y CONSTRUCCION DE VIAS,PREGRADO,TECNOLOGIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,TECNOLOGIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN MECANICA,PREGRADO,TECNOLOGIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN REDES DE COMPUTADORES,PREGRADO,TECNOLOGIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA  EN SISTEMAS AVANZADOS DE PRODUCCION,PREGRADO,TECNOLOGIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN TELECOMUNICACIONES,PREGRADO,TECNOLOGIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,INGENIERIA,147,42,42,366,71,45,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,COMPONENTE PROPEDAUTICO,9,,,17,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,COMPONENTE PROPEDAUTICO,15,,,11,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,INGENIERIA,183,88,88,300,32,85,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,COMPONENTE PROPEDAUTICO,4,,,11,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,INGENIERIA,72,39,39,267,18,17,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,COMPONENTE PROPEDAUTICO,10,,,13,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,INGENIERIA,45,30,30,208,41,36,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL ELECTRONICO E INSTRUMENTACION,PREGRADO,INGENIERIA,,,,1,1,1,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,INGENIERIA,,,,4,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN  TELECOMUNICACIONES,PREGRADO,INGENIERIA,62,35,35,195,42,36,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,COMPONENTE PROPEDAUTICO,2,,,2,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,INGENIERIA,86,41,41,288,61,34,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,INGENIERIA,117,44,43,216,115,67,2
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,COMPONENTE PROPEDAUTICO,4,,,6,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,MAESTRIA EN INGENIERIA CIVIL,POSGRADO,MAESTRIA,,,,,,,
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN CONSTRUCCIONES CIVILES,PREGRADO,TECNOLOGIA,497,144,120,528,86,66,6
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRICIDAD,PREGRADO,TECNOLOGIA,,,,246,81,36,8
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRONICA,PREGRADO,TECNOLOGIA,179,153,121,722,58,51,54
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN GESTION DE LA PRODUCCION INDUSTRIAL,PREGRADO,TECNOLOGIA,44,42,38,910,43,118,54
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN MECANICA INDUSTRIAL,PREGRADO,TECNOLOGIA,265,151,122,768,48,54,34
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMAS ELECTRICOS DE MEDIA Y BAJA TENSION,PREGRADO,TECNOLOGIA,83,71,53,101,,,6
2016,3,03/01/2016 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMATIZACION DE DATOS,PREGRADO,TECNOLOGIA,173,152,124,704,155,94,64
2016,3,03/01/2016 12:00:00 AM,VICERRECTORIA ACADEMICA,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2016,3,03/01/2016 12:00:00 AM,VICERRECTORIA CONVENIOS,ARTES ESCENICAS,PREGRADO,ARTES,,,,,,,
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTE DANZARIO,PREGRADO,ARTES,277,38,37,334,,8,4
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES ESCENICAS,PREGRADO,ARTES,289,36,36,374,1,,1
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES MUSICALES,PREGRADO,ARTES,200,35,35,504,19,50,
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES PLASTICAS Y VISUALES,PREGRADO,ARTES,422,37,37,382,19,13,5
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE ARTES-ASAB,ESPECIALIZACION EN VOZ ESCENICA,POSGRADO,ARTES,,,,,,,
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE ARTES-ASAB,MAESTRIA EN ESTUDIOS ARTISTICOS,POSGRADO,MAESTRIA,,,,100,41,17,
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO EN ESTUDIOS SOCIALES,POSGRADO,DOCTORADO,,,,23,,,2
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO INTERINSTITUCIONAL EN EDUCACION,POSGRADO,DOCTORADO,,,,105,,1,1
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN CIENCIAS DE LA EDUCACION CON ENFASIS EN PSICOLINGUISTICA,POSGRADO,ESPECIALIZACION,,,,,,,
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN DESARROLLO HUMANO CON ENFASIS EN PROCESOS AFECTIVOS Y CREATIVIDAD,POSGRADO,ESPECIALIZACION,,37,39,113,11,14,
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION EN TECNOLOGIA,POSGRADO,ESPECIALIZACION,,,13,42,,22,
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION MATEMATICA,POSGRADO,ESPECIALIZACION,,,,,,,
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION PEDAGOGIA Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,,,,,,
2017,1,01/01/2017 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION SEXUAL,POSGRADO,ESPECIALIZACION,,,,,,,
