anno,semestre,anno_semestre,facultad,proyecto,nivel,modalidad,inscritos,admitidos,primiparos,matriculados,egresados,graduados,retirados
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,TECNOLOGIA,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN MECANICA,PREGRADO,TECNOLOGIA,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN REDES DE COMPUTADORES,PREGRADO,TECNOLOGIA,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA  EN SISTEMAS AVANZADOS DE PRODUCCION,PREGRADO,TECNOLOGIA,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN TELECOMUNICACIONES,PREGRADO,TECNOLOGIA,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,INGENIERIA,112,31,31,366,70,29,3
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,INGENIERIA,97,47,,416,68,47,3
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,INGENIERIA,82,52,52,229,44,9,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,INGENIERIA,96,46,39,282,51,12,2
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL ELECTRONICO E INSTRUMENTACION,PREGRADO,INGENIERIA,,,,52,43,10,1
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,INGENIERIA,,,,78,58,8,2
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN  TELECOMUNICACIONES,PREGRADO,INGENIERIA,158,44,42,364,150,29,4
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,INGENIERIA,61,42,42,401,16,37,1
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,INGENIERIA,136,42,42,367,204,33,34
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,MAESTRIA EN INGENIERIA CIVIL,POSGRADO,MAESTRIA,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN CONSTRUCCIONES CIVILES,PREGRADO,TECNOLOGIA,612,113,98,890,111,52,16
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRICIDAD,PREGRADO,TECNOLOGIA,181,127,103,739,293,34,7
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRONICA,PREGRADO,TECNOLOGIA,351,159,111,980,201,44,32
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN GESTION DE LA PRODUCCION INDUSTRIAL,PREGRADO,TECNOLOGIA,651,92,73,903,177,54,21
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN MECANICA INDUSTRIAL,PREGRADO,TECNOLOGIA,355,118,102,767,210,56,144
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMAS ELECTRICOS DE MEDIA Y BAJA TENSION,PREGRADO,TECNOLOGIA,,,,,,,
2010,3,03/01/2010 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMATIZACION DE DATOS,PREGRADO,TECNOLOGIA,333,145,121,866,249,31,34
2010,3,03/01/2010 12:00:00 AM,VICERRECTORIA ACADEMICA,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2010,3,03/01/2010 12:00:00 AM,VICERRECTORIA CONVENIOS,ARTES ESCENICAS,PREGRADO,ARTES,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTE DANZARIO,PREGRADO,ARTES,,,1,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES ESCENICAS,PREGRADO,ARTES,,,,388,49,13,14
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES MUSICALES,PREGRADO,ARTES,329,39,36,527,35,7,15
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES PLASTICAS Y VISUALES,PREGRADO,ARTES,545,38,36,415,116,24,10
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,ESPECIALIZACION EN VOZ ESCENICA,POSGRADO,ARTES,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE ARTES-ASAB,MAESTRIA EN ESTUDIOS ARTISTICOS,POSGRADO,MAESTRIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO EN ESTUDIOS SOCIALES,POSGRADO,DOCTORADO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO INTERINSTITUCIONAL EN EDUCACION,POSGRADO,DOCTORADO,,,,23,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN CIENCIAS DE LA EDUCACION CON ENFASIS EN PSICOLINGUISTICA,POSGRADO,ESPECIALIZACION,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN DESARROLLO HUMANO CON ENFASIS EN PROCESOS AFECTIVOS Y CREATIVIDAD,POSGRADO,ESPECIALIZACION,,42,20,71,6,23,1
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION EN TECNOLOGIA,POSGRADO,ESPECIALIZACION,,30,33,45,,,5
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION MATEMATICA,POSGRADO,ESPECIALIZACION,,,,27,6,1,6
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION PEDAGOGIA Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION SEXUAL,POSGRADO,ESPECIALIZACION,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,16,17,39,14,7,18
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN GERENCIA DE PROYECTOS EDUCATIVOS INSTITUCIONALES,POSGRADO,ESPECIALIZACION,,24,27,55,31,12,11
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,"ESPECIALIZACION EN INFANCIA, CULTURA Y DESARROLLO",POSGRADO,ESPECIALIZACION,,19,22,35,2,3,21
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN LENGUAJE Y PEDAGOGIA DE PROYECTOS,POSGRADO,ESPECIALIZACION,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN METODOLOGIA Y APRENDIZAJE DEL ESPANOL COMO LENGUA MATERNA,POSGRADO,ESPECIALIZACION,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN PEDAGOGIA DE LA COMUNICACION Y MEDIOS INTERACTIVOS,POSGRADO,ESPECIALIZACION,,11,17,11,1,2,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN BIOLOGIA,PREGRADO,LICENCIATURA,374,94,83,833,282,36,15
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,PREGRADO,LICENCIATURA,680,108,81,741,290,43,12
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN EDUCACION ARTISTICA,PREGRADO,LICENCIATURA,198,71,60,662,,24,13
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN EDUCACION PRIMARIA,PREGRADO,LICENCIATURA,,,,,7,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN FISICA,PREGRADO,LICENCIATURA,150,98,81,700,82,26,30
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA  EN HUMANIDADES Y LENGUA CASTELLANA,PREGRADO,LICENCIATURA,262,93,76,724,88,38,12
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS  EN INGLES,PREGRADO,LICENCIATURA,832,94,78,785,235,45,11
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS MODERNAS ESPANOL E INGLES,PREGRADO,LICENCIATURA,,,,3,4,1,2
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LINGUISTICA Y LITERATURA,PREGRADO,LICENCIATURA,,,,6,1,,2
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN MATEMATICAS,PREGRADO,LICENCIATURA,132,82,68,559,168,27,14
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN PEDAGOGIA INFANTIL,PREGRADO,LICENCIATURA,500,84,73,738,123,19,14
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN QUIMICA,PREGRADO,LICENCIATURA,321,97,81,612,107,35,11
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRA EN INFANCIA Y CULTURA,POSGRADO,MAESTRIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN COMUNICACION -  EDUCACION,POSGRADO,MAESTRIA,,60,69,119,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION,POSGRADO,MAESTRIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION EN TECNOLOGIA,POSGRADO,MAESTRIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN INVESTIGACION SOCIAL INTERDISCIPLINARIA,POSGRADO,MAESTRIA,,44,44,102,8,7,10
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN LINGUISTICA APLICADA A LA ENSENANZA DEL INGLES,POSGRADO,MAESTRIA,,16,16,46,,11,2
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN PEDAGOGIA DE LA LENGUA MATERNA,POSGRADO,MAESTRIA,,22,25,51,,,3
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MATEMATICAS,PREGRADO,LICENCIATURA,283,93,82,399,24,8,7
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,DOCTORADO EN INGENIERIA,POSGRADO,DOCTORADO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN AVALUOS,POSGRADO,ESPECIALIZACION,,16,25,38,,,39
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN BIOINGENIERIA,POSGRADO,ESPECIALIZACION,,12,13,19,,12,7
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN GESTION DE PROYECTOS DE INGENIERIA,POSGRADO,ESPECIALIZACION,,56,61,111,,55,6
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,"ESPECIALIZACION EN HIGIENE, SEGURIDAD Y SALUD EN EL TRABAJO",POSGRADO,ESPECIALIZACION,,76,91,135,,59,33
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INFORMATICA Y AUTOMATICA INDUSTRIAL,POSGRADO,ESPECIALIZACION,,14,43,32,,,7
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y LOGISTICA,POSGRADO,ESPECIALIZACION,,20,31,31,12,5,14
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE SOFTWARE,POSGRADO,ESPECIALIZACION,,48,56,92,,40,13
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN PROYECTOS INFORMATICOS,POSGRADO,ESPECIALIZACION,,35,44,77,,37,4
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA,POSGRADO,ESPECIALIZACION,,44,55,63,,,35
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN TELECOMUNICACIONES MOVILES,POSGRADO,ESPECIALIZACION,,15,19,34,,,11
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN TELEINFORMATICA,POSGRADO,ESPECIALIZACION,,13,15,45,,1,2
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA CATASTRAL Y GEODESIA,PREGRADO,INGENIERIA,562,137,120,1293,355,54,12
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA DE SISTEMAS,PREGRADO,INGENIERIA,1814,153,119,1459,253,38,80
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA ELECTRICA,PREGRADO,INGENIERIA,470,96,77,735,42,9,8
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA ELECTRONICA,PREGRADO,INGENIERIA,1578,144,112,1451,360,54,14
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA INDUSTRIAL,PREGRADO,INGENIERIA,3171,152,121,1355,415,29,95
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN CIENCIAS DE LA INFORMACION Y LAS COMUNICACIONES,POSGRADO,MAESTRIA,,12,15,118,,4,3
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN INGENIERIA- ENFASIS EN INGENIERIA ELECTRONICA,POSGRADO,MAESTRIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN INGENIERIA INDUSTRIAL,POSGRADO,MAESTRIA,,10,17,93,61,7,16
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN TELECOMUNICACIONES MOVILES,POSGRADO,MAESTRIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN TELEINFORMATICA,POSGRADO,MAESTRIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE INGENIERIA,NO_REGISTRA,,CICLO BASICO INGENIERIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ADMINISTRACION AMBIENTAL,PREGRADO,ADMINISTRACION,474,107,86,728,264,56,28
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ADMINISTRACION DEPORTIVA,PREGRADO,ADMINISTRACION,281,53,33,685,167,25,15
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ESPECIALIZACION EN AMBIENTE Y DESARROLLO LOCAL,POSGRADO,ESPECIALIZACION,,53,55,54,42,42,28
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,"ESPECIALIZACION EN DISENO DE VIAS URBANAS ,TRANSITO Y TRANSPORTE",POSGRADO,ESPECIALIZACION,,,,26,1,1,7
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ESPECIALIZACION EN GERENCIA DE RECURSOS NATURALES,POSGRADO,ESPECIALIZACION,,,,89,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA AMBIENTAL,PREGRADO,INGENIERIA,2883,95,74,783,216,27,6
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA FORESTAL,PREGRADO,INGENIERIA,373,73,58,582,109,18,8
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA SANITARIA,PREGRADO,INGENIERIA,,,,1,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA TOPOGRAFICA,PREGRADO,INGENIERIA,270,80,66,602,157,16,7
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,MAESTRA EN DESARROLLO SUSTENTABLE Y GESTION AMBIENTAL,POSGRADO,MAESTRIA,1,19,21,79,,,7
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,"MAESTRIA EN MANEJO, USO Y CONSERVACION DEL BOSQUE",POSGRADO,MAESTRIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN ADMINISTRACION DEPORTIVA,PREGRADO,TECNOLOGIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN GESTION AMBIENTAL Y SERVICIOS PUBLICOS,PREGRADO,TECNOLOGIA,400,108,83,817,383,36,19
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN LEVANTAMIENTOS TOPOGRAFICOS,PREGRADO,TECNOLOGIA,339,102,77,611,163,26,9
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,PREGRADO,TECNOLOGIA,428,94,79,814,268,36,16
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN CONTROL ELECTRONICO E INSTRUMENTACION,PREGRADO,INGENIERIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN DISENO Y CONSTRUCCION DE VIAS,PREGRADO,TECNOLOGIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,TECNOLOGIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN MECANICA,PREGRADO,TECNOLOGIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN REDES DE COMPUTADORES,PREGRADO,TECNOLOGIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA  EN SISTEMAS AVANZADOS DE PRODUCCION,PREGRADO,TECNOLOGIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN TELECOMUNICACIONES,PREGRADO,TECNOLOGIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,INGENIERIA,140,72,73,376,146,35,3
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,INGENIERIA,42,32,69,429,97,34,6
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,INGENIERIA,87,56,51,258,32,6,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,INGENIERIA,83,53,38,307,57,16,1
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL ELECTRONICO E INSTRUMENTACION,PREGRADO,INGENIERIA,,,,49,45,8,3
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,INGENIERIA,,,,66,44,6,3
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN  TELECOMUNICACIONES,PREGRADO,INGENIERIA,107,45,40,370,161,28,12
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,INGENIERIA,63,45,41,388,27,26,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,INGENIERIA,85,43,43,360,231,28,36
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,MAESTRIA EN INGENIERIA CIVIL,POSGRADO,MAESTRIA,,,,,,,
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN CONSTRUCCIONES CIVILES,PREGRADO,TECNOLOGIA,1289,108,97,885,248,42,14
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRICIDAD,PREGRADO,TECNOLOGIA,247,127,107,744,215,21,16
2011,1,01/01/2011 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRONICA,PREGRADO,TECNOLOGIA,589,152,128,1018,218,44,22
